"","phase","question","trialNum","swatch","response","responseCoded","rt","subid","age","timeOfTest","condition","gender","englishExposure","trialComments","sessionComments","ageCalc"
"315","practice",NA,0,"apple_1","skip",NA,13543,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"316","study","Do you think this one is an animal?",1,"BI2A00043","definitely NO",-1.5,33817,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"317","study","Do you think this one is an animal?",2,"BI2A00047","NO",NA,10993,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"318","study","Do you think this one is an animal?",3,"BI2A00015","NO",NA,9578,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"319","study","Do you think this one is an animal?",4,"BI2A00020","YES",NA,5760,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"320","study","Do you think this one is an animal?",5,"BI2A00033","NO",NA,5894,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"321","study","Do you think this one is an animal?",6,"BI2A00008","YES",NA,4877,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"322","study","Do you think this one is an animal?",7,"BI2A00046","NO",NA,4048,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"323","study","Do you think this one is an animal?",8,"BI2A00030","NO",NA,3888,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"324","study","Do you think this one is an animal?",9,"BI2A00028","NO",NA,6103,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"325","study","Do you think this one is an animal?",10,"BI2A00031","NO",NA,6812,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"326","study","Do you think this one is an animal?",11,"BI2A00003","YES",NA,4727,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"327","study","Do you think this one is an animal?",12,"BI2A00014","YES",NA,5332,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"328","bonus","Do you think this one can feel happy?",13,"BI2A00037","YES",NA,11800,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"329","bonus","Do you think this one can remember things?",14,"BI2A00006","YES",NA,9105,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"330","bonus","Do you think this one has feelings?",15,"BI2A00044","NO",NA,6182,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"331","bonus","Do you think this one can think?",16,"BI2A00046","NO",NA,6325,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"332","bonus","Do you think this one can feel pain?",17,"BI2A00026","YES",NA,10247,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"333","bonus","Do you think this one can sense things close by?",18,"BI2A00021","YES",NA,11944,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"334","bonus","Do you think this one can feel hungry?",19,"BI2A00028","YES",NA,5968,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"335","bonus","Do you think this one can hear?",20,"BI2A00011","YES",NA,6303,"k14",4.578082192,"11:05","set1","f",NA,NA,NA,4y 0m 210d 0H 0M 0S
"336","practice",NA,-3,"apple_1","skip",NA,14840,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"337","practice",NA,-2,"apple_2","skip",NA,5226,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"338","practice",NA,-1,"apple_3","skip",NA,5665,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"339","practice",NA,0,"apple_1","skip",NA,10454,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"340","study","Do you think this one is an animal?",1,"BI2A00038","maybe YES",0.5,18998,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"341","study","Do you think this one is an animal?",2,"BI2A00041","maybe NO",-0.5,14412,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"342","study","Do you think this one is an animal?",3,"BI2A00034","maybe YES",0.5,17374,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"343","study","Do you think this one is an animal?",4,"BI2A00002","maybe YES",0.5,19618,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"344","study","Do you think this one is an animal?",5,"BI2A00013","maybe YES",0.5,23095,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"345","study","Do you think this one is an animal?",6,"BI2A00045","maybe YES",0.5,18306,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"346","study","Do you think this one is an animal?",7,"BI2A00006","maybe NO",-0.5,13695,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"347","study","Do you think this one is an animal?",8,"BI2A00037","maybe YES",0.5,14613,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"348","study","Do you think this one is an animal?",9,"BI2A00016","maybe NO",-0.5,23350,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"349","study","Do you think this one is an animal?",10,"BI2A00040","maybe NO",-0.5,16527,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"350","study","Do you think this one is an animal?",11,"BI2A00004","maybe NO",-0.5,13907,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"351","study","Do you think this one is an animal?",12,"BI2A00032","maybe NO",-0.5,17969,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"352","bonus","Do you think this one has feelings?",13,"BI2A00021","maybe NO",-0.5,12642,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"353","bonus","Do you think this one can feel pain?",14,"BI2A00044","maybe YES",0.5,16602,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"354","bonus","Do you think this one can think?",15,"BI2A00011","maybe NO",-0.5,20239,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"355","bonus","Do you think this one can sense things close by?",16,"BI2A00026","definitely YES",1.5,13319,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"356","bonus","Do you think this one can feel happy?",17,"BI2A00028","maybe YES",0.5,10705,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"357","bonus","Do you think this one can feel hungry?",18,"BI2A00006","maybe YES",0.5,10991,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"358","bonus","Do you think this one can remember things?",19,"BI2A00046","definitely NO",-1.5,11053,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"359","bonus","Do you think this one can hear?",20,"BI2A00037","maybe NO",-0.5,11572,"k15",4.55890411,"11:31","set2","m","always",NA,NA,4y 0m 203d 0H 0M 0S
"360","practice",NA,-3,"apple_1","skip",NA,10314,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"361","practice",NA,-2,"apple_2","skip",NA,2544,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"362","practice",NA,-1,"apple_3","skip",NA,6241,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"363","practice",NA,0,"apple_1","skip",NA,10427,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"364","study","Do you think this one is an animal?",1,"BI2A00035","maybe NO",-0.5,19606,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"365","study","Do you think this one is an animal?",2,"BI2A00019","definitely YES",1.5,10268,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"366","study","Do you think this one is an animal?",3,"BI2A00018","definitely YES",1.5,25999,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"367","study","Do you think this one is an animal?",4,"BI2A00025","definitely NO",-1.5,12323,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"368","study","Do you think this one is an animal?",5,"BI2A00010","maybe YES",0.5,10697,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"369","study","Do you think this one is an animal?",6,"BI2A00036","maybe NO",-0.5,14148,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"370","study","Do you think this one is an animal?",7,"BI2A00027","maybe NO",-0.5,18151,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"371","study","Do you think this one is an animal?",8,"BI2A00044","definitely NO",-1.5,8798,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"372","study","Do you think this one is an animal?",9,"BI2A00005","definitely YES",1.5,13866,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"373","study","Do you think this one is an animal?",10,"BI2A00017","definitely YES",1.5,11053,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"374","study","Do you think this one is an animal?",11,"BI2A00026","definitely YES",1.5,7227,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"375","study","Do you think this one is an animal?",12,"BI2A00007","definitely YES",1.5,7803,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"376","bonus","Do you think this one can hear?",13,"BI2A00011","definitely YES",1.5,10234,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"377","bonus","Do you think this one can feel happy?",14,"BI2A00028","definitely YES",1.5,10305,"k16",5.545205479,"11:42","set3","m",NA,"changed from definitely NO to definitely YES","not totally sure of gender",5y 0m 197d 18H 0M 0S
"378","bonus","Do you think this one can think?",15,"BI2A00037","maybe YES",0.5,28920,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"379","bonus","Do you think this one can remember things?",16,"BI2A00006","definitely NO",-1.5,9882,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"380","bonus","Do you think this one can feel hungry?",17,"BI2A00044","definitely NO",-1.5,17109,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"381","bonus","Do you think this one has feelings?",18,"BI2A00021","definitely YES",1.5,8269,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"382","bonus","Do you think this one can feel pain?",19,"BI2A00026","definitely YES",1.5,6822,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"383","bonus","Do you think this one can sense things close by?",20,"BI2A00046","definitely NO",-1.5,14310,"k16",5.545205479,"11:42","set3","m",NA,"","not totally sure of gender",5y 0m 197d 18H 0M 0S
"384","practice",NA,-3,"apple_1","skip",NA,11551,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"385","practice",NA,-2,"apple_2","skip",NA,4658,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"386","practice",NA,-1,"apple_3","skip",NA,4298,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"387","practice",NA,0,"apple_1","skip",NA,13884,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"388","study","Do you think this one is an animal?",1,"BI2A00016","definitely YES",1.5,15416,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"389","study","Do you think this one is an animal?",2,"BI2A00041","definitely YES",1.5,11439,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"390","study","Do you think this one is an animal?",3,"BI2A00034","maybe YES",0.5,10954,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"391","study","Do you think this one is an animal?",4,"BI2A00032","definitely NO",-1.5,12578,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"392","study","Do you think this one is an animal?",5,"BI2A00004","maybe YES",0.5,9688,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"393","study","Do you think this one is an animal?",6,"BI2A00040","definitely NO",-1.5,13981,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"394","study","Do you think this one is an animal?",7,"BI2A00002","definitely NO",-1.5,13070,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"395","study","Do you think this one is an animal?",8,"BI2A00045","definitely NO",-1.5,13441,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"396","study","Do you think this one is an animal?",9,"BI2A00006","definitely YES",1.5,11714,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"397","study","Do you think this one is an animal?",10,"BI2A00013","maybe YES",0.5,14401,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"398","study","Do you think this one is an animal?",11,"BI2A00038","definitely NO",-1.5,22110,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"399","study","Do you think this one is an animal?",12,"BI2A00037","definitely NO",-1.5,14439,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"400","bonus","Do you think this one can hear?",13,"BI2A00006","definitely NO",-1.5,13373,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"401","bonus","Do you think this one can feel happy?",14,"BI2A00046","maybe YES",0.5,9272,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"402","bonus","Do you think this one can remember things?",15,"BI2A00011","maybe YES",0.5,9656,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"403","bonus","Do you think this one can sense things close by?",16,"BI2A00028","definitely NO",-1.5,18858,"k17",3.871232877,"12:29","set2","m","always",NA,NA,3y 0m 317d 6H 0M 0S
"404","practice",NA,-3,"apple_1","skip",NA,16052,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"405","practice",NA,-2,"apple_2","skip",NA,2979,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"406","practice",NA,-1,"apple_3","skip",NA,3541,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"407","practice",NA,0,"apple_1","skip",NA,9618,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"408","study","Do you think this one is an animal?",1,"BI2A00026","definitely YES",1.5,23166,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"409","study","Do you think this one is an animal?",2,"BI2A00010","maybe YES",0.5,15675,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"410","study","Do you think this one is an animal?",3,"BI2A00027","definitely NO",-1.5,15090,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"411","study","Do you think this one is an animal?",4,"BI2A00005","definitely YES",1.5,16982,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"412","study","Do you think this one is an animal?",5,"BI2A00035","skip",NA,27099,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"413","study","Do you think this one is an animal?",6,"BI2A00025","definitely NO",-1.5,18743,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"414","study","Do you think this one is an animal?",7,"BI2A00036","maybe YES",0.5,24452,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"415","study","Do you think this one is an animal?",8,"BI2A00044","definitely NO",-1.5,16961,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"416","study","Do you think this one is an animal?",9,"BI2A00017","definitely YES",1.5,11259,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"417","study","Do you think this one is an animal?",10,"BI2A00018","definitely YES",1.5,15499,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"418","study","Do you think this one is an animal?",11,"BI2A00007","definitely YES",1.5,51737,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"419","study","Do you think this one is an animal?",12,"BI2A00019","definitely YES",1.5,7912,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"420","bonus","Do you think this one can feel hungry?",13,"BI2A00044","YES",NA,10657,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"421","bonus","Do you think this one can sense things close by?",14,"BI2A00021","YES",NA,8334,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"422","bonus","Do you think this one can hear?",15,"BI2A00026","YES",NA,7266,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"423","bonus","Do you think this one can remember things?",16,"BI2A00028","YES",NA,6238,"k18",5.010958904,"12:54","set3","f",NA,NA,NA,5y 0m 2d 18H 0M 0S
"424","study","do you think this one is an animal?",1,"BI2A00014","probably NO",-1.5,25416,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"425","study","do you think this one is an animal?",2,"BI2A00046","maybe NO",-0.5,16723,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"426","study","do you think this one is an animal?",3,"BI2A00003","definitely YES",2.5,14635,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"427","study","do you think this one is an animal?",4,"BI2A00020","maybe YES",0.5,19117,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"428","study","do you think this one is an animal?",5,"BI2A00008","maybe YES",0.5,20500,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"429","study","do you think this one is an animal?",6,"BI2A00030","definitely NO",-2.5,10484,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"430","study","do you think this one is an animal?",7,"BI2A00043","definitely NO",-2.5,9153,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"431","study","do you think this one is an animal?",8,"BI2A00047","maybe NO",-0.5,10344,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"432","study","do you think this one is an animal?",9,"BI2A00028","probably YES",1.5,12612,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"433","study","do you think this one is an animal?",10,"BI2A00033","definitely NO",-2.5,18666,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"434","study","do you think this one is an animal?",11,"BI2A00031","definitely NO",-2.5,8887,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"435","study","do you think this one is an animal?",12,"BI2A00015","maybe YES",0.5,11994,"p01",4.879452055,NA,"set1","male",NA,NA,NA,4y 0m 320d 0H 0M 0S
"436","study","do you think this one is an animal?",1,"BI2A00015","n",NA,14314,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"437","study","do you think this one is an animal?",2,"BI2A00008","y",NA,5331,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"438","study","do you think this one is an animal?",3,"BI2A00014","y",NA,4317,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"439","study","do you think this one is an animal?",4,"BI2A00033","n",NA,11763,"p02",3.082191781,NA,"set1","male","always","sand",NA,3y 0m 29d 6H 0M 0S
"440","study","do you think this one is an animal?",5,"BI2A00031","n",NA,20431,"p02",3.082191781,NA,"set1","male","always","black thing carpet",NA,3y 0m 29d 6H 0M 0S
"441","study","do you think this one is an animal?",6,"BI2A00030","n",NA,13259,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"442","study","do you think this one is an animal?",7,"BI2A00047","n",NA,6137,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"443","study","do you think this one is an animal?",8,"BI2A00046","n",NA,5069,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"444","study","do you think this one is an animal?",9,"BI2A00020","n",NA,7038,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"445","study","do you think this one is an animal?",10,"BI2A00003","y",NA,5266,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"446","study","do you think this one is an animal?",11,"BI2A00043","y",NA,24703,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"447","study","do you think this one is an animal?",12,"BI2A00028","n",NA,6251,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"448","bonus","do you think this can feel happy?",13,"BI2A00043","n",NA,12049,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"449","bonus","do you think this one has feelings",14,"BI2A00008","y",NA,6863,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"450","bonus","do you think this one can think?",15,"BI2A00031","n",NA,6581,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"451","bonus","do you think this one can sense things nearby",16,"BI2A00046","n",NA,7873,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"452","bonus","do you think this one can feel pain",17,"BI2A00003","n",NA,12623,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"453","bonus","do you think this one can feel hungry",18,"BI2A00020","y",NA,5750,"p02",3.082191781,NA,"set1","male","always","",NA,3y 0m 29d 6H 0M 0S
"454","study","do you think this one is an animal?",1,"BI2A00045","n",NA,22880,"p03",3.621917808,NA,"set2","female","always","basket",NA,3y 0m 226d 6H 0M 0S
"455","study","do you think this one is an animal?",2,"BI2A00034","n",NA,14199,"p03",3.621917808,NA,"set2","female","always","",NA,3y 0m 226d 6H 0M 0S
"456","study","do you think this one is an animal?",3,"BI2A00040","n",NA,9477,"p03",3.621917808,NA,"set2","female","always","carpet",NA,3y 0m 226d 6H 0M 0S
"457","study","do you think this one is an animal?",4,"BI2A00032","n",NA,11427,"p03",3.621917808,NA,"set2","female","always","wallet",NA,3y 0m 226d 6H 0M 0S
"458","study","do you think this one is an animal?",5,"BI2A00016","n",NA,10416,"p03",3.621917808,NA,"set2","female","always","",NA,3y 0m 226d 6H 0M 0S
"459","study","do you think this one is an animal?",6,"BI2A00038","n",NA,11422,"p03",3.621917808,NA,"set2","female","always","",NA,3y 0m 226d 6H 0M 0S
"460","study","do you think this one is an animal?",7,"BI2A00037","n",NA,7475,"p03",3.621917808,NA,"set2","female","always","",NA,3y 0m 226d 6H 0M 0S
"461","study","do you think this one is an animal?",8,"BI2A00002","y",NA,18446,"p03",3.621917808,NA,"set2","female","always","dinosaur",NA,3y 0m 226d 6H 0M 0S
"462","study","do you think this one is an animal?",9,"BI2A00013","n",NA,8658,"p03",3.621917808,NA,"set2","female","always","",NA,3y 0m 226d 6H 0M 0S
"463","study","do you think this one is an animal?",10,"BI2A00041","n",NA,4475,"p03",3.621917808,NA,"set2","female","always","",NA,3y 0m 226d 6H 0M 0S
"464","study","do you think this one is an animal?",11,"BI2A00006","n",NA,7380,"p03",3.621917808,NA,"set2","female","always","",NA,3y 0m 226d 6H 0M 0S
"465","study","do you think this one is an animal?",12,"BI2A00004","n",NA,5334,"p03",3.621917808,NA,"set2","female","always","",NA,3y 0m 226d 6H 0M 0S
"466","study","do you think this one is an animal?",1,"BI2A00029","maybe NO",-0.5,17443,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"467","study","do you think this one is an animal?",2,"BI2A00011","maybe NO",-0.5,22317,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"468","study","do you think this one is an animal?",3,"BI2A00021","maybe NO",-0.5,10965,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"469","study","do you think this one is an animal?",4,"BI2A00024","skip",NA,45856,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"470","study","do you think this one is an animal?",5,"BI2A00042","maybe NO",-0.5,42111,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"471","study","do you think this one is an animal?",6,"BI2A00012","maybe NO",-0.5,15506,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"472","study","do you think this one is an animal?",7,"BI2A00001","skip",NA,44761,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"473","study","do you think this one is an animal?",8,"BI2A00022","maybe NO",-0.5,7083,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"474","study","do you think this one is an animal?",9,"BI2A00039","maybe NO",-0.5,5312,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"475","study","do you think this one is an animal?",10,"BI2A00009","maybe NO",-0.5,11327,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
